Time stamp,Contador,DL_B0,DL_B1,DL_B2,DL_B3,DL_B4,DL_B5,DL_B6,DL_B7,DL_B8,DL_B9,DL_B10,DL_B11,DL_B12,DL_B13,DL_B14,DL_B15,DL_B16,DL_B17,DL_B18,DL_B19,UL_B0,UL_B1,UL_B2,UL_B3,UL_B4,UL_B5,UL_B6,UL_B7,UL_B8,UL_B9,UL_B10,UL_B11,UL_B12,UL_B13,UL_B14,UL_B15,UL_B16,UL_B17,UL_B18,UL_B19
Wed Aug 12 14:04:19 2026,1,7, 3, 5, 20, 0, 100, 2, 4, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0,90, 140, 85, 140, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 11, 118, 1
Wed Aug 12 14:04:20 2026,2,12, 3, 5, 20, 0, 100, 3, 4, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0,80, 140, 81, 141, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 11, 90, 1
Wed Aug 12 14:04:22 2026,3,12, 3, 5, 20, 0, 100, 3, 4, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0,80, 139, 83, 141, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 11, 41, 1
Wed Aug 12 14:04:24 2026,4,12, 3, 5, 20, 0, 100, 3, 4, 1, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0,80, 140, 81, 140, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 4, 0, 10, 179, 1
Wed Aug 12 14:04:26 2026,5,12, 3, 5, 20, 0, 100, 3, 4, 1, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0,80, 140, 77, 141, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 5, 0, 10, 106, 1
Wed Aug 12 14:04:28 2026,6,12, 3, 5, 20, 0, 100, 3, 4, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0,82, 140, 79, 141, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 6, 0, 10, 87, 1
Wed Aug 12 14:04:30 2026,7,12, 3, 5, 20, 0, 100, 3, 4, 1, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0,80, 140, 81, 141, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 7, 0, 10, 241, 1
Wed Aug 12 14:04:32 2026,8,12, 3, 5, 20, 0, 100, 3, 4, 1, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0,94, 140, 87, 141, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 8, 0, 11, 66, 1
Wed Aug 12 14:04:33 2026,9,12, 3, 5, 20, 0, 100, 3, 4, 1, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0,86, 142, 85, 143, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 9, 0, 11, 90, 1
Wed Aug 12 14:04:35 2026,10,12, 3, 5, 20, 0, 100, 3, 4, 1, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0,86, 143, 83, 144, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 10, 0, 11, 113, 1
Wed Aug 12 14:04:37 2026,11,12, 3, 5, 20, 0, 100, 3, 4, 1, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0,86, 142, 85, 143, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 11, 0, 10, 218, 1
Wed Aug 12 14:04:39 2026,12,12, 3, 5, 20, 0, 100, 3, 4, 1, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0,96, 141, 89, 140, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 12, 0, 10, 251, 1
Wed Aug 12 14:04:41 2026,13,12, 3, 5, 20, 0, 100, 3, 4, 1, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0,96, 140, 89, 142, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 13, 0, 11, 49, 1
Wed Aug 12 14:04:43 2026,14,12, 3, 5, 20, 0, 100, 3, 4, 1, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0,96, 140, 94, 143, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 14, 0, 10, 64, 1
Wed Aug 12 14:04:44 2026,15,12, 3, 5, 20, 0, 100, 3, 4, 1, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0,96, 141, 94, 144, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 15, 0, 10, 128, 1
Wed Aug 12 14:04:46 2026,16,12, 3, 5, 20, 0, 100, 3, 4, 1, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0,96, 141, 94, 142, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 16, 0, 10, 34, 1
Wed Aug 12 14:04:48 2026,17,12, 3, 5, 20, 0, 100, 3, 4, 1, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0,98, 140, 94, 142, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 17, 0, 10, 121, 1
Wed Aug 12 14:04:50 2026,18,12, 3, 5, 20, 0, 100, 3, 4, 1, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0,98, 140, 96, 141, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 18, 0, 10, 133, 1
Wed Aug 12 14:04:52 2026,19,12, 3, 5, 20, 0, 100, 3, 4, 1, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0,82, 140, 85, 143, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 19, 0, 11, 81, 1
Wed Aug 12 14:04:54 2026,20,12, 3, 5, 20, 0, 100, 3, 4, 1, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0,86, 141, 85, 143, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 20, 0, 10, 229, 1
Wed Aug 12 14:04:56 2026,21,12, 3, 5, 20, 0, 100, 3, 4, 1, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0,106, 140, 102, 142, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 21, 0, 10, 48, 1
Wed Aug 12 14:04:57 2026,22,12, 3, 5, 20, 0, 100, 3, 4, 1, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0,106, 141, 107, 139, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 22, 0, 10, 58, 1
Wed Aug 12 14:04:59 2026,23,12, 3, 5, 20, 0, 100, 3, 4, 1, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0,106, 141, 102, 140, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 23, 0, 10, 69, 1
Wed Aug 12 14:05:01 2026,24,12, 3, 5, 20, 0, 100, 3, 4, 1, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0,108, 140, 102, 141, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 24, 0, 10, 201, 1
Wed Aug 12 14:05:03 2026,25,12, 3, 5, 20, 0, 100, 3, 4, 1, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0,106, 139, 102, 141, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 25, 0, 10, 21, 1
Wed Aug 12 14:05:05 2026,26,12, 3, 5, 20, 0, 100, 3, 4, 1, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0,106, 141, 104, 142, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 26, 0, 10, 231, 1
Wed Aug 12 14:05:07 2026,27,12, 3, 5, 20, 0, 100, 3, 4, 1, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0,104, 140, 100, 141, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 27, 0, 11, 25, 1
Wed Aug 12 14:05:09 2026,28,12, 3, 5, 20, 0, 100, 3, 4, 1, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0,104, 139, 102, 140, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 28, 0, 10, 182, 1
Wed Aug 12 14:05:10 2026,29,12, 3, 5, 20, 0, 100, 3, 4, 1, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0,104, 141, 100, 140, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 29, 0, 9, 235, 1
Wed Aug 12 14:05:12 2026,30,12, 3, 5, 20, 0, 100, 3, 4, 1, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0,104, 140, 100, 141, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 30, 0, 10, 186, 1
Wed Aug 12 14:05:14 2026,31,12, 3, 5, 20, 0, 100, 3, 4, 1, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0,104, 140, 102, 141, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 31, 0, 9, 243, 1
Wed Aug 12 14:05:16 2026,32,12, 3, 5, 20, 0, 100, 3, 4, 1, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0,104, 139, 100, 139, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 32, 0, 10, 155, 1
