Time stamp,Contador,DL_B0,DL_B1,DL_B2,DL_B3,DL_B4,DL_B5,DL_B6,DL_B7,DL_B8,DL_B9,DL_B10,DL_B11,DL_B12,DL_B13,DL_B14,DL_B15,DL_B16,DL_B17,DL_B18,DL_B19,UL_B0,UL_B1,UL_B2,UL_B3,UL_B4,UL_B5,UL_B6,UL_B7,UL_B8,UL_B9,UL_B10,UL_B11,UL_B12,UL_B13,UL_B14,UL_B15,UL_B16,UL_B17,UL_B18,UL_B19
Sat Aug  8 11:27:18 2026,1,12, 1, 8, 20, 0, 100, 8, 4, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0,4, 159, 254, 158, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 195, 1
Sat Aug  8 11:27:23 2026,2,12, 1, 8, 20, 0, 100, 8, 4, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0,4, 162, 0, 163, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 192, 1
Sat Aug  8 11:27:27 2026,3,12, 1, 8, 20, 0, 100, 8, 4, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0,4, 158, 0, 158, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 193, 1
Sat Aug  8 11:27:32 2026,4,12, 1, 8, 20, 0, 100, 8, 4, 1, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0,6, 158, 254, 155, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 4, 0, 0, 192, 1
Sat Aug  8 11:27:36 2026,5,12, 1, 8, 20, 0, 100, 8, 4, 1, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0,6, 159, 0, 160, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 5, 0, 0, 194, 1
Sat Aug  8 11:27:41 2026,6,12, 1, 8, 20, 0, 100, 8, 4, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0,8, 164, 0, 160, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 6, 0, 0, 192, 1
Sat Aug  8 11:27:45 2026,7,12, 1, 8, 20, 0, 100, 8, 4, 1, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0,8, 165, 4, 164, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 7, 0, 0, 191, 1
Sat Aug  8 11:27:49 2026,8,12, 1, 8, 20, 0, 100, 8, 4, 1, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0,8, 167, 2, 162, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 8, 0, 0, 190, 1
Sat Aug  8 11:27:54 2026,9,12, 1, 8, 20, 0, 100, 8, 4, 1, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0,8, 164, 2, 163, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 9, 0, 0, 192, 1
Sat Aug  8 11:27:58 2026,10,12, 1, 8, 20, 0, 100, 8, 4, 1, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0,8, 164, 2, 161, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 10, 0, 0, 192, 1
