Time stamp,Contador,DL_B0,DL_B1,DL_B2,DL_B3,DL_B4,DL_B5,DL_B6,DL_B7,DL_B8,DL_B9,DL_B10,DL_B11,DL_B12,DL_B13,DL_B14,DL_B15,DL_B16,DL_B17,DL_B18,DL_B19,UL_B0,UL_B1,UL_B2,UL_B3,UL_B4,UL_B5,UL_B6,UL_B7,UL_B8,UL_B9,UL_B10,UL_B11,UL_B12,UL_B13,UL_B14,UL_B15,UL_B16,UL_B17,UL_B18,UL_B19
Wed Aug 12 19:28:23 2026,1,12, 1, 8, 20, 0, 100, 8, 4, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0,84, 162, 83, 163, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 68, 0, 9, 255, 1
Wed Aug 12 19:28:27 2026,2,12, 1, 8, 20, 0, 100, 8, 4, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0,88, 154, 85, 157, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 69, 0, 10, 63, 1
Wed Aug 12 19:28:32 2026,3,12, 1, 8, 20, 0, 100, 8, 4, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0,86, 155, 87, 158, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 70, 0, 9, 158, 1
Wed Aug 12 19:28:36 2026,4,12, 1, 8, 20, 0, 100, 8, 4, 1, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0,88, 154, 83, 160, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 71, 0, 10, 75, 1
Wed Aug 12 19:28:41 2026,5,12, 1, 8, 20, 0, 100, 8, 4, 1, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0,82, 160, 79, 159, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 72, 0, 9, 112, 1
Wed Aug 12 19:28:45 2026,6,12, 1, 8, 20, 0, 100, 8, 4, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0,84, 162, 85, 159, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 73, 0, 9, 235, 1
Wed Aug 12 19:28:50 2026,7,12, 1, 8, 20, 0, 100, 8, 4, 1, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0,88, 156, 85, 155, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 74, 0, 9, 237, 1
Wed Aug 12 19:28:54 2026,8,12, 1, 8, 20, 0, 100, 8, 4, 1, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0,82, 156, 79, 162, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 75, 0, 10, 48, 1
Wed Aug 12 19:28:58 2026,9,12, 1, 8, 20, 0, 100, 8, 4, 1, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0,82, 157, 79, 157, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 76, 0, 10, 128, 1
Wed Aug 12 19:29:03 2026,10,12, 1, 8, 20, 0, 100, 8, 4, 1, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0,80, 156, 79, 156, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 77, 0, 10, 236, 1
Wed Aug 12 19:29:07 2026,11,12, 1, 8, 20, 0, 100, 8, 4, 1, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0,82, 158, 79, 159, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 78, 0, 10, 95, 1
Wed Aug 12 19:29:12 2026,12,12, 1, 8, 20, 0, 100, 8, 4, 1, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0,82, 154, 79, 156, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 79, 0, 9, 81, 1
Wed Aug 12 19:29:16 2026,13,12, 1, 8, 20, 0, 100, 8, 4, 1, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0,80, 156, 77, 158, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 80, 0, 10, 219, 1
Wed Aug 12 19:29:21 2026,14,12, 1, 8, 20, 0, 100, 8, 4, 1, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0,86, 167, 79, 158, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 81, 0, 11, 3, 1
Wed Aug 12 19:29:25 2026,15,12, 1, 8, 20, 0, 100, 8, 4, 1, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0,84, 160, 81, 161, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 82, 0, 10, 255, 1
Wed Aug 12 19:29:29 2026,16,12, 1, 8, 20, 0, 100, 8, 4, 1, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0,82, 160, 81, 158, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 83, 0, 10, 244, 1
Wed Aug 12 19:29:34 2026,17,12, 1, 8, 20, 0, 100, 8, 4, 1, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0,84, 162, 79, 158, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 84, 0, 10, 75, 1
Wed Aug 12 19:29:38 2026,18,12, 1, 8, 20, 0, 100, 8, 4, 1, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0,82, 158, 81, 162, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 85, 0, 9, 255, 1
Wed Aug 12 19:29:43 2026,19,12, 1, 8, 20, 0, 100, 8, 4, 1, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0,86, 159, 83, 167, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 86, 0, 9, 255, 1
Wed Aug 12 19:29:47 2026,20,12, 1, 8, 20, 0, 100, 8, 4, 1, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0,84, 159, 83, 161, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 87, 0, 9, 183, 1
Wed Aug 12 19:29:52 2026,21,12, 1, 8, 20, 0, 100, 8, 4, 1, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0,84, 161, 81, 162, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 88, 0, 9, 126, 1
Wed Aug 12 19:29:56 2026,22,12, 1, 8, 20, 0, 100, 8, 4, 1, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0,84, 163, 83, 157, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 89, 0, 9, 94, 1
Wed Aug 12 19:30:01 2026,23,12, 1, 8, 20, 0, 100, 8, 4, 1, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0,86, 154, 79, 163, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 90, 0, 9, 253, 1
Wed Aug 12 19:30:05 2026,24,12, 1, 8, 20, 0, 100, 8, 4, 1, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0,84, 158, 83, 167, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 91, 0, 9, 255, 1
Wed Aug 12 19:30:10 2026,25,12, 1, 8, 20, 0, 100, 8, 4, 1, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0,84, 162, 81, 161, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 92, 0, 11, 3, 1
