Time stamp,Contador,DL_B0,DL_B1,DL_B2,DL_B3,DL_B4,DL_B5,DL_B6,DL_B7,DL_B8,DL_B9,DL_B10,DL_B11,DL_B12,DL_B13,DL_B14,DL_B15,DL_B16,DL_B17,DL_B18,DL_B19,UL_B0,UL_B1,UL_B2,UL_B3,UL_B4,UL_B5,UL_B6,UL_B7,UL_B8,UL_B9,UL_B10,UL_B11,UL_B12,UL_B13,UL_B14,UL_B15,UL_B16,UL_B17,UL_B18,UL_B19
Wed Aug 12 19:38:20 2026,1,12, 1, 8, 20, 0, 10, 8, 4, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0,82, 157, 75, 156, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 10, 107, 1
Wed Aug 12 19:38:24 2026,2,12, 1, 8, 20, 0, 10, 8, 4, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0,82, 157, 77, 159, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 10, 29, 1
Wed Aug 12 19:38:29 2026,3,12, 1, 8, 20, 0, 10, 8, 4, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0,80, 155, 70, 165, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 9, 139, 1
Wed Aug 12 19:38:33 2026,4,12, 1, 8, 20, 0, 10, 8, 4, 1, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0,76, 164, 70, 162, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 4, 0, 10, 240, 1
Wed Aug 12 19:38:37 2026,5,12, 1, 8, 20, 0, 10, 8, 4, 1, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0,76, 165, 72, 159, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 5, 0, 10, 102, 1
Wed Aug 12 19:38:42 2026,6,12, 1, 8, 20, 0, 10, 8, 4, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0,78, 155, 77, 156, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 6, 0, 10, 145, 1
Wed Aug 12 19:38:46 2026,7,12, 1, 8, 20, 0, 10, 8, 4, 1, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0,80, 159, 77, 158, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 7, 0, 10, 102, 1
Wed Aug 12 19:38:51 2026,8,12, 1, 8, 20, 0, 10, 8, 4, 1, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0,82, 157, 79, 156, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 8, 0, 10, 84, 1
Wed Aug 12 19:38:55 2026,9,12, 1, 8, 20, 0, 10, 8, 4, 1, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0,82, 158, 79, 158, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 9, 0, 10, 203, 1
Wed Aug 12 19:39:00 2026,10,12, 1, 8, 20, 0, 10, 8, 5, 1, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0,82, 158, 79, 157, 0, 0, 0, 5, 0, 0, 1, 0, 0, 0, 0, 10, 0, 9, 167, 1
